num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_day,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
1,0,1,51,89,1,1,0,1,8.58,0
1,0,1,1,18,7,0,0,1,8.58,0
1,0,1,87,21,2,1,1,1,8.58,0
2,0,1,38,27,4,0,0,0,8.58,0
1,0,1,40,20,1,1,0,0,8.58,0
1,0,1,166,23,6,1,0,0,8.58,0
1,0,1,26,28,4,1,0,0,8.58,0
2,0,1,222,27,1,1,1,1,8.58,0
1,1,1,28,43,5,1,1,1,8.58,0
1,0,1,127,25,6,0,0,0,8.58,0
1,0,1,253,85,5,0,0,1,8.58,0
1,0,1,82,21,7,1,1,0,8.58,0
1,0,1,67,27,6,0,0,0,8.58,0
1,0,1,82,18,2,1,0,1,8.58,0
1,1,1,28,88,4,1,1,0,8.58,0
1,0,1,127,38,1,1,1,1,8.58,0
1,0,1,16,44,6,1,0,0,8.58,0
1,0,1,22,30,1,0,0,0,8.58,0
1,0,1,47,18,6,1,0,0,8.58,0
1,0,1,60,17,3,0,0,0,8.58,0
1,0,1,19,38,1,1,0,1,8.58,0
1,0,1,90,21,3,0,0,0,8.58,0
1,0,1,52,30,2,1,0,0,8.58,0
1,0,1,5,57,5,1,0,0,8.58,0
2,0,1,154,18,3,1,0,1,8.58,0
2,0,1,117,18,2,1,0,1,8.58,0
1,0,1,69,18,4,0,1,0,8.58,0
1,0,1,52,18,1,1,1,1,8.58,0
1,0,1,131,30,4,1,0,0,8.58,0
1,0,1,96,42,4,1,0,1,8.58,0
1,0,1,46,30,1,1,0,0,8.58,0
1,1,1,43,88,1,1,0,1,8.58,0
1,1,1,8,90,6,1,1,1,8.58,0
1,0,1,40,36,6,1,1,0,8.58,0
2,0,1,84,23,4,0,0,0,8.58,0
1,1,1,43,30,1,0,0,1,8.58,0
1,0,1,183,21,2,1,0,0,8.58,0
1,0,1,71,28,6,0,0,0,8.58,0
2,0,1,37,18,6,1,1,1,8.58,0
1,0,1,101,30,1,1,0,0,8.58,1
1,0,1,57,28,3,1,1,1,8.58,0
4,0,1,109,20,2,0,0,1,8.58,0
1,0,1,6,17,7,0,0,0,8.58,0
1,0,1,28,58,3,1,1,0,8.58,0
2,0,1,236,32,2,1,0,1,8.58,0
2,0,1,368,30,5,1,1,0,8.58,0
1,1,1,98,36,1,1,1,1,8.58,0
8,0,1,229,25,4,1,0,1,8.58,0
1,0,1,26,85,7,1,1,1,8.58,1
1,0,1,13,91,7,0,0,0,8.58,0
1,0,1,58,59,4,1,0,0,8.58,0
4,0,1,182,21,3,1,1,0,8.58,0
1,0,1,14,60,4,1,0,1,8.58,0
1,0,1,170,26,2,1,0,0,8.58,0
1,0,1,13,80,3,1,0,1,8.58,0
1,0,1,404,30,6,1,1,1,8.58,0
1,0,1,264,24,6,1,0,0,8.58,1
1,1,1,24,18,1,0,0,1,8.58,0
1,0,1,12,24,3,0,0,0,8.58,0
1,0,1,66,28,3,1,0,0,8.58,0
1,1,1,31,28,4,1,0,1,8.58,0
1,0,1,6,176,2,0,1,0,8.58,0
1,1,1,98,36,1,1,1,1,8.58,0
1,0,1,96,25,2,0,0,0,8.58,0
1,0,2,30,1,3,0,1,0,8.58,0
1,0,1,277,21,6,1,0,1,8.58,0
1,0,1,121,20,5,0,0,1,8.58,0
1,0,1,18,94,1,1,0,0,8.58,0
2,0,1,187,18,2,1,0,0,8.58,0
1,0,1,50,23,1,0,0,0,8.58,0
2,0,1,39,22,2,0,0,1,8.58,0
4,0,1,241,21,3,1,1,0,8.58,0
2,0,1,152,29,3,1,0,0,8.58,0
1,0,1,103,33,2,1,0,1,8.58,0
1,0,1,119,27,1,0,0,0,8.58,0
1,1,1,11,57,3,0,0,1,8.58,0
1,0,1,45,20,2,1,1,1,8.58,0
1,0,1,274,20,2,0,0,1,8.58,0
2,0,1,53,90,4,1,1,1,8.58,0
3,0,1,44,18,4,1,1,1,8.58,0
1,0,1,24,35,7,0,0,0,8.58,0
1,0,1,3,1,1,1,1,1,8.58,0
1,1,1,98,36,1,1,1,1,8.58,0
1,0,1,169,30,5,1,0,1,8.58,0
1,0,1,35,18,5,1,0,0,8.58,0
1,0,1,51,26,1,1,1,0,8.58,0
1,0,1,14,18,4,1,0,0,8.58,0
1,0,1,41,49,3,1,1,1,8.58,0
2,0,1,13,20,3,0,0,1,8.58,0
1,0,1,2,77,6,1,1,0,8.58,1
1,0,1,297,21,6,1,1,0,8.58,1
2,0,1,33,20,4,1,0,1,8.58,0
1,0,1,293,25,5,1,1,1,8.58,0
1,1,1,98,36,1,1,1,1,8.58,0
1,0,1,37,56,7,0,0,0,8.58,0
1,0,1,103,77,4,1,1,1,8.58,0
1,0,1,3,45,1,1,1,0,8.58,0
1,0,1,305,71,5,0,0,0,8.58,0
2,0,1,45,17,5,1,0,1,8.58,0
3,0,1,54,24,2,1,0,0,8.58,0
1,1,1,237,17,7,0,1,0,8.58,0
1,1,1,27,89,3,0,0,1,8.58,0
1,1,1,128,21,7,0,1,0,8.58,0
1,0,1,34,28,3,1,0,1,8.58,0
1,0,1,76,19,7,1,0,0,8.58,0
1,0,1,48,20,2,1,0,1,8.58,0
1,0,1,27,39,5,1,1,0,8.58,0
1,0,1,57,28,7,1,0,1,8.58,0
1,0,1,40,17,1,0,0,0,8.58,0
1,0,1,30,21,4,0,0,0,8.58,0
1,1,1,10,18,7,1,1,1,8.58,0
1,0,1,96,59,2,1,0,1,8.58,0
1,0,1,188,18,3,0,0,1,8.58,0
3,0,1,112,20,7,1,1,1,8.58,0
2,0,1,18,18,3,0,0,0,8.58,0
1,0,1,23,24,6,0,0,0,8.58,0
1,0,1,30,57,4,1,1,1,8.58,0
3,0,1,25,28,6,1,1,1,8.58,0
1,0,1,222,21,1,0,0,0,8.58,0
1,0,1,46,28,2,1,1,1,8.58,0
1,0,1,27,91,4,1,0,1,8.58,0
1,0,1,8,85,1,1,1,1,8.58,0
1,0,1,7,32,4,1,1,1,8.58,0
1,0,1,30,36,5,1,0,0,8.58,0
1,0,1,12,57,3,1,1,1,8.58,0
1,0,1,62,92,3,1,1,1,8.58,0
2,0,1,15,31,7,1,0,0,4.67,0
1,0,1,2,30,1,0,1,0,4.67,1
3,0,1,13,35,5,1,0,0,4.67,0
1,1,1,17,49,5,0,0,0,4.67,0
1,0,1,135,18,3,0,0,1,4.67,0
2,1,1,10,17,3,1,0,0,4.67,0
1,0,1,74,179,4,1,0,0,4.67,1
1,0,1,9,27,4,0,0,0,4.67,0
2,1,1,4,27,1,1,1,1,5.07,0
2,1,1,4,27,1,1,1,1,5.07,0
1,0,1,68,19,1,1,0,0,5.07,0
1,1,1,19,30,5,1,1,1,5.07,0
1,1,1,19,30,5,1,1,1,5.07,0
1,0,1,63,22,6,1,0,0,5.07,1
1,1,1,19,30,5,1,1,1,5.07,0
1,1,1,19,30,5,1,1,1,5.07,0
2,1,1,4,27,1,1,1,1,5.07,0
2,0,1,30,34,1,1,0,0,7.57,1
1,0,1,65,88,4,1,0,0,7.57,0
1,0,1,297,17,5,1,0,0,7.57,1
1,0,1,153,28,3,0,0,0,7.57,0
1,0,1,23,107,6,1,0,0,7.57,1
1,0,1,55,17,3,1,0,0,7.57,0
2,0,1,57,123,6,1,0,0,7.57,0
1,0,1,47,21,3,1,0,0,7.57,1
2,0,1,316,47,6,0,0,0,7.57,0
3,0,1,268,25,7,1,1,1,7.57,1
1,0,2,6,59,2,1,0,1,7.57,0
1,0,1,52,34,5,0,0,1,7.57,0
2,0,1,99,50,6,1,0,1,7.57,0
2,0,2,133,40,3,1,1,1,7.57,1
1,0,1,34,24,2,1,0,0,7.57,0
4,0,1,133,28,6,1,0,1,7.57,1
1,0,1,23,21,7,1,1,1,7.57,0
1,0,1,331,19,7,1,0,1,7.57,0
1,0,1,65,26,2,1,0,0,7.57,0
1,0,1,22,52,7,1,1,1,7.57,0
1,0,1,99,27,1,1,0,1,7.57,0
1,0,1,2,19,3,1,0,0,7.57,1
1,0,2,21,21,2,1,0,0,7.57,0
2,0,1,244,28,6,1,1,1,7.57,0
1,0,1,30,26,7,1,0,0,7.57,1
1,0,1,111,46,2,1,0,0,7.57,1
1,0,1,43,30,3,1,0,0,7.57,0
2,0,1,225,59,5,1,0,0,7.57,0
1,0,1,201,22,2,1,0,0,7.57,1
1,0,1,9,22,3,1,0,1,7.57,0
1,0,1,108,28,4,1,0,1,7.57,0
1,1,1,103,21,6,1,0,1,7.57,0
1,0,1,153,29,2,1,0,0,7.57,0
1,0,1,14,26,4,1,0,1,7.57,0
1,0,1,25,172,4,1,0,0,7.57,1
3,0,1,372,20,3,1,0,1,7.57,1
1,0,1,24,90,7,1,0,0,7.57,0
1,1,1,288,17,7,1,0,0,7.57,0
1,1,1,316,21,2,0,0,0,7.57,0
1,0,1,9,31,3,1,0,0,7.57,0
1,0,1,48,29,3,1,0,1,7.57,0
1,0,1,42,43,6,1,1,1,7.57,0
1,0,1,10,18,1,1,0,0,7.57,1
1,0,1,52,22,7,0,0,0,7.57,0
1,1,1,90,42,3,1,1,1,7.57,0
1,0,1,47,91,5,1,0,1,7.57,1
3,0,1,47,21,3,1,0,0,7.57,0
2,0,1,54,23,1,1,0,0,7.57,1
1,0,1,8,30,7,0,0,1,7.57,0
1,0,1,47,17,6,1,0,0,7.57,0
1,0,1,41,88,2,1,0,0,7.57,1
1,1,1,35,122,2,1,0,0,7.57,0
1,0,1,3,90,2,1,0,0,7.57,1
2,0,1,122,35,1,1,0,0,7.57,0
1,0,1,33,260,2,1,1,1,7.57,0
1,0,1,4,28,4,1,0,1,7.57,0
2,0,1,165,58,3,1,1,0,7.57,0
2,0,1,48,21,2,1,0,0,7.57,1
1,0,1,80,29,2,1,0,0,7.57,1
2,0,1,113,52,6,1,0,0,7.57,0
1,0,1,79,25,5,0,0,0,7.57,0
1,1,1,147,28,4,1,0,0,7.57,0
1,0,1,211,57,5,0,0,1,7.57,0
1,0,1,94,21,4,1,0,0,7.57,0
1,0,1,1,21,3,0,0,0,7.57,0
1,0,2,168,17,1,0,0,0,7.57,0
1,0,1,65,25,7,1,0,0,7.57,0
1,1,1,87,53,4,1,1,0,7.57,0
1,0,1,29,20,7,0,0,1,7.57,0
1,0,1,24,42,5,0,0,0,7.57,0
1,0,1,120,36,2,1,0,1,7.57,1
1,0,1,343,51,1,0,0,0,7.57,0
1,0,1,28,56,2,1,1,0,7.57,0
1,0,1,78,62,7,1,1,1,7.57,0
1,0,1,57,30,2,0,0,0,7.57,0
1,0,1,54,17,5,1,1,0,7.57,0
2,0,1,143,22,5,1,1,0,7.57,0
1,0,1,54,19,5,1,0,1,7.57,1
1,0,1,40,25,2,1,1,1,7.57,0
1,0,1,160,24,5,0,0,0,7.57,0
1,0,1,71,59,6,0,0,0,7.57,0
1,0,1,89,27,3,1,0,0,7.57,0
1,0,1,273,21,2,1,1,1,7.57,1
1,0,1,48,19,3,0,0,0,7.57,0
1,1,1,110,59,2,1,1,1,7.57,0
1,0,1,308,20,1,0,0,0,7.57,0
1,0,1,24,33,3,1,1,1,7.57,0
1,0,1,23,28,4,1,1,1,7.57,0
3,0,1,133,54,3,1,0,0,6.62,0
1,0,1,69,26,2,1,0,1,6.62,0
1,0,1,102,35,5,0,0,1,6.62,0
1,0,1,47,29,3,1,0,0,6.62,0
2,0,1,223,19,4,0,0,0,6.62,0
2,0,1,146,28,4,0,0,1,6.62,0
2,0,1,45,90,6,1,0,0,6.62,0
1,0,1,60,21,2,0,1,1,6.62,0
1,0,1,44,19,4,0,0,0,6.62,0
1,0,1,139,30,2,1,0,0,6.62,0
1,0,1,147,27,2,0,0,0,6.62,0
1,0,1,49,18,3,1,0,0,6.62,0
1,0,1,68,176,3,1,0,0,6.62,0
1,1,1,175,22,7,0,0,1,6.62,0
3,0,1,224,25,3,1,0,0,6.62,1
2,0,1,199,21,2,0,0,0,6.62,0
2,0,1,11,20,1,0,0,0,6.62,0
1,0,1,32,67,7,0,0,0,6.62,0
1,0,1,28,18,1,1,0,0,6.62,0
1,0,1,70,17,2,1,1,1,6.62,1
1,0,1,218,48,3,0,0,0,6.62,0
1,1,1,79,43,7,0,1,0,6.62,0
1,0,1,56,17,6,1,0,0,6.62,0
1,0,1,1,20,5,0,0,0,6.62,0
1,0,1,51,25,6,1,0,0,6.62,0
1,0,1,91,28,1,1,0,0,6.62,0
1,0,1,37,19,3,0,0,1,6.62,0
2,0,1,147,19,5,0,0,0,6.62,0
1,0,1,10,22,6,1,0,0,6.62,0
2,0,1,32,61,6,1,0,0,6.62,0
1,0,1,19,22,4,0,0,0,6.62,0
2,0,1,20,58,1,1,0,0,6.62,0
2,0,1,291,37,4,1,0,0,6.62,0
1,0,1,56,17,7,0,0,0,6.62,0
1,0,1,54,39,6,0,0,1,6.62,0
1,0,1,26,21,5,1,1,1,6.62,1
2,0,1,82,18,2,0,0,0,6.62,0
1,0,1,27,31,2,1,0,0,6.62,0
2,0,1,113,21,1,0,0,0,6.62,0
2,0,1,143,30,2,1,0,0,6.62,0
1,0,1,89,28,3,1,0,0,6.62,1
1,0,1,62,29,2,1,0,0,6.62,0
1,1,1,192,35,6,0,0,0,6.62,0
1,0,2,11,34,6,0,0,0,6.62,0
1,0,1,97,20,1,1,0,1,6.62,0
1,0,1,107,18,2,1,0,1,6.62,0
2,0,1,422,24,7,0,1,0,6.62,0
1,0,1,104,54,5,1,0,1,6.62,0
1,0,1,26,29,2,0,0,0,6.62,0
1,0,1,42,57,2,1,0,1,6.62,0
1,0,1,42,41,2,0,0,1,6.62,0
1,0,1,9,23,7,0,0,0,6.62,0
1,0,1,35,21,3,0,0,0,6.62,0
1,0,1,96,26,6,1,0,1,6.62,0
2,0,1,80,35,1,1,1,0,6.62,0
1,0,1,46,27,4,1,1,0,6.62,0
3,0,1,111,18,2,0,0,0,6.62,0
1,0,1,27,28,3,0,0,0,6.62,0
2,0,1,33,31,4,1,1,1,6.62,0
1,0,1,19,59,4,0,0,0,6.62,0
1,0,1,120,28,5,0,0,0,6.62,0
1,0,1,35,22,2,0,0,0,6.62,0
1,0,1,10,30,4,0,0,0,6.62,0
1,0,1,97,29,3,1,0,0,6.62,0
1,0,1,32,17,3,1,1,1,6.62,0
1,0,1,43,18,1,0,0,1,6.62,0
1,0,1,13,177,3,1,0,0,6.62,0
1,1,1,40,42,6,0,0,1,6.62,0
2,0,1,51,58,5,0,0,1,6.62,0
1,0,1,4,26,2,1,0,1,6.62,0
1,0,1,14,31,3,1,0,0,6.62,0
2,1,1,103,33,5,0,0,1,6.62,0
1,0,1,54,29,7,0,0,0,6.62,0
1,0,1,14,28,5,0,0,0,6.62,0
1,0,1,111,17,1,1,0,0,6.62,0
1,0,1,103,41,5,0,0,0,6.62,0
1,0,1,145,21,2,1,0,0,6.62,0
2,0,1,62,57,3,1,0,1,6.62,0
3,0,1,150,20,1,1,0,0,6.62,0
1,0,1,100,20,4,1,0,0,6.62,0
1,0,1,29,22,1,1,0,0,6.62,0
2,0,1,39,23,4,1,0,1,6.62,0
1,0,1,152,21,1,1,0,1,6.62,0
2,0,1,111,28,2,1,1,1,6.62,0
1,0,1,46,17,4,0,0,1,6.62,0
1,0,1,78,18,7,0,0,0,6.62,0
4,0,1,64,18,1,1,0,0,6.62,0
1,0,1,10,30,5,1,0,1,6.62,0
1,0,1,72,21,1,0,0,1,6.62,0
1,0,1,31,23,6,0,0,0,6.62,0
1,0,1,18,29,4,0,0,0,6.62,0
1,0,1,124,26,2,1,0,0,6.62,0
1,0,1,35,30,4,1,0,0,6.62,0
1,0,1,3,64,6,1,1,0,6.62,1
1,0,1,294,17,1,1,1,0,6.62,1
2,0,1,106,22,2,1,1,0,6.62,1
1,0,1,27,61,5,0,0,1,6.62,0
2,0,1,19,17,4,1,0,0,6.62,1
1,0,1,80,23,6,1,0,0,6.62,0
2,0,1,64,19,6,1,0,0,6.62,0
1,1,1,33,18,3,0,0,0,6.62,0
2,0,1,228,28,4,1,0,0,6.62,0
2,0,1,60,47,2,0,0,0,6.62,0
3,0,1,128,17,5,0,0,1,6.62,0
1,0,1,174,18,5,0,0,0,6.62,0
1,0,1,94,28,4,0,0,1,6.62,0
1,0,1,54,29,1,0,0,0,6.62,0
1,0,1,25,17,3,0,0,0,6.62,0
2,0,1,153,18,2,1,0,1,6.62,0
2,0,1,198,27,2,1,1,1,6.62,0
2,0,1,149,22,4,0,0,1,6.62,0
1,0,1,42,32,6,1,1,0,6.62,0
1,0,1,219,22,7,0,0,1,6.62,1
1,0,1,61,28,4,1,0,0,6.62,0
1,0,1,156,27,2,1,0,1,6.62,0
6,0,1,93,23,5,1,0,0,6.62,0
2,0,1,28,17,6,1,0,0,6.62,0
1,0,1,67,30,2,0,0,0,6.62,0
1,0,1,139,21,3,1,1,0,6.62,0
2,0,1,8,24,6,0,1,0,6.62,0
1,0,1,129,28,7,0,0,1,6.62,0
1,0,1,114,17,5,1,1,1,6.62,0
1,0,1,20,59,5,1,0,1,8.15,0
1,0,1,23,17,2,1,1,1,8.15,0
1,1,1,21,17,4,0,1,1,8.15,0
2,1,1,27,38,1,1,1,1,7.0,1
2,0,1,97,25,7,1,1,0,7.0,1
1,0,1,22,172,3,1,0,1,7.0,0
2,0,1,76,28,5,1,1,0,7.0,0
1,0,1,11,33,5,1,0,1,7.0,1
1,0,1,23,17,7,1,0,0,7.0,0
2,0,1,16,90,2,0,0,1,7.0,0
1,0,1,50,33,5,0,0,0,7.0,0
1,0,1,4,57,7,1,1,1,7.0,0
3,1,1,85,20,2,1,0,0,7.0,0
1,0,1,127,42,5,1,0,1,7.0,0
1,0,1,51,17,7,0,0,0,7.0,0
1,0,1,66,28,1,1,1,0,7.0,0
1,0,1,36,21,2,1,0,1,7.0,1
1,0,1,357,18,7,1,0,0,7.0,0
1,0,1,43,22,7,1,0,0,7.0,0
1,0,1,37,56,7,1,1,1,7.0,0
1,0,1,52,51,6,1,0,0,7.0,0
2,0,1,92,22,3,0,1,1,7.0,0
1,0,1,34,150,2,0,0,0,7.0,0
1,0,1,46,20,2,0,1,1,7.0,0
1,0,1,37,26,7,1,0,0,7.0,1
1,0,1,196,17,3,1,0,1,7.0,0
1,0,1,8,24,1,1,1,0,7.0,1
1,0,1,66,32,4,1,1,1,7.0,0
1,0,1,154,29,2,0,0,1,7.0,0
1,0,1,27,52,7,1,0,0,7.0,0
1,0,1,41,23,4,1,0,0,7.0,0
1,0,1,9,49,1,1,1,0,7.0,0
3,0,1,64,32,4,1,1,0,7.0,1
1,0,1,41,164,6,0,1,1,7.0,0
1,0,2,2,29,2,0,0,0,7.0,0
1,0,1,179,47,1,0,0,0,7.0,0
1,0,1,12,108,7,0,0,1,7.0,0
1,0,1,12,36,2,1,0,1,7.0,0
1,0,1,196,29,2,0,0,0,7.0,0
1,0,1,12,36,2,1,0,1,7.0,0
1,0,1,225,54,6,0,0,0,7.0,0
1,1,1,232,53,2,0,0,0,7.0,0
1,0,1,295,38,7,0,0,1,7.0,0
1,0,1,127,42,5,1,0,1,7.0,0
2,0,1,65,21,4,1,1,1,7.0,0
1,1,1,28,60,6,1,1,1,7.0,0
1,0,1,58,31,3,1,0,0,7.0,0
1,0,1,57,26,1,1,0,0,7.0,0
1,0,1,21,30,2,1,0,0,7.0,0
1,0,1,58,29,6,1,0,0,7.0,1
2,0,1,25,1,2,0,1,1,7.0,0
1,0,1,317,27,4,0,1,0,7.0,1
2,0,1,54,18,6,1,0,1,7.0,0
1,0,1,61,22,4,1,0,1,7.0,0
1,0,1,117,22,4,1,0,1,7.0,0
1,0,1,89,23,6,0,1,1,7.0,0
1,0,1,330,21,2,1,0,0,7.0,0
3,0,1,37,44,4,1,1,1,7.0,0
2,0,1,85,29,1,1,1,1,7.0,0
1,0,1,25,25,3,1,0,0,7.0,0
1,0,1,16,21,2,1,1,0,7.0,0
1,0,1,16,19,6,1,0,0,7.0,0
1,1,1,27,17,2,0,0,0,7.0,0
2,0,1,23,21,3,1,0,1,7.0,0
1,0,1,81,45,4,1,1,0,7.0,0
1,0,1,28,17,5,0,0,0,7.0,0
1,0,1,22,19,3,1,0,0,4.75,1
1,0,1,82,29,3,1,0,0,4.75,0
1,0,1,41,29,2,1,0,1,4.75,0
1,0,1,36,56,7,0,1,1,4.75,0
1,0,1,70,20,3,1,0,0,4.75,1
2,0,1,63,18,4,0,0,0,4.75,0
2,0,1,63,18,4,0,0,0,4.75,0
1,0,1,107,19,4,0,0,0,4.75,0
1,1,1,22,29,3,0,0,0,4.75,0
1,0,1,74,28,3,1,1,1,4.75,0
1,0,1,79,29,6,1,0,0,4.75,0
2,1,1,18,27,5,0,0,0,4.75,0
1,0,1,75,26,5,0,0,0,4.75,0
1,0,1,41,57,1,1,0,0,4.75,0
2,0,1,18,23,3,0,0,1,8.83,0
1,0,1,168,43,6,1,0,0,8.83,0
2,0,1,290,22,1,1,0,0,8.83,0
1,0,1,319,24,7,0,0,0,8.83,0
2,0,1,166,17,5,1,0,0,8.83,0
3,0,1,284,21,7,1,0,1,8.83,0
2,0,1,43,24,3,1,0,1,8.83,0
1,0,1,8,166,3,1,0,1,8.83,0
2,0,2,46,0,1,1,1,0,8.83,0
1,1,1,202,20,3,1,0,0,8.83,0
1,1,1,41,29,2,1,1,1,8.83,0
2,0,1,204,23,5,1,0,0,8.83,0
1,0,1,61,66,6,1,0,0,8.83,0
1,1,1,87,30,7,1,1,1,8.83,0
1,0,1,29,18,4,1,1,0,8.83,0
1,0,1,68,21,7,1,1,1,8.83,0
1,1,1,59,20,5,0,0,0,8.83,0
4,0,1,291,20,7,1,1,1,8.83,0
1,0,1,49,21,1,0,0,0,8.83,0
1,0,1,13,20,2,0,0,0,8.83,0
1,0,1,45,31,7,1,0,0,8.83,0
1,0,1,74,17,3,1,1,0,8.83,0
2,1,1,8,25,6,1,1,1,8.83,0
1,0,1,34,21,3,1,0,1,8.83,0
1,0,1,7,23,7,1,0,0,8.83,0
2,0,1,200,22,3,1,1,1,8.83,0
1,1,1,309,92,2,0,1,1,8.83,0
2,0,1,38,18,7,1,0,0,8.83,0
2,0,1,27,30,3,1,0,1,8.83,0
1,0,1,14,54,4,0,1,0,8.83,0
1,1,1,29,24,5,1,1,1,8.83,0
1,0,1,97,30,3,1,0,0,8.83,0
2,0,1,84,25,2,0,0,1,8.83,0
1,0,1,10,22,2,0,0,0,8.83,0
1,0,1,8,17,7,1,0,0,8.83,0
1,0,1,296,27,7,0,0,0,8.83,0
1,0,1,0,1,6,0,0,0,8.83,0
1,0,1,54,17,3,0,0,0,8.83,0
2,0,1,28,43,3,1,0,0,8.83,0
2,0,1,245,17,4,1,1,1,8.83,0
1,0,1,7,18,1,0,0,0,8.83,0
3,0,1,284,21,7,1,1,1,8.83,0
1,0,1,21,19,3,1,1,1,8.83,0
1,0,1,96,17,5,1,0,0,8.83,0
1,0,1,160,19,3,0,0,0,8.83,0
1,0,1,33,23,3,0,0,0,8.83,0
1,0,1,28,29,7,1,0,0,8.83,0
1,0,1,36,31,3,0,1,0,8.83,0
5,0,1,266,30,2,1,0,1,8.83,0
2,0,1,328,17,7,1,0,0,8.83,0
2,0,1,33,29,3,0,0,0,8.83,0
4,0,1,319,18,7,1,1,1,8.83,0
1,0,1,294,25,6,0,1,0,8.83,0
1,0,1,108,19,4,1,1,1,8.83,0
1,0,1,22,30,2,0,1,1,8.83,0
2,0,1,1,67,1,0,0,0,8.83,0
1,0,1,21,39,3,1,0,0,8.83,0
2,0,1,191,18,7,0,0,1,8.83,0
1,0,1,33,25,3,1,0,1,8.83,0
1,0,1,5,19,5,1,0,0,8.83,0
1,0,1,86,22,6,1,1,1,8.83,0
1,0,1,18,19,2,0,0,0,8.83,1
1,0,1,39,22,4,1,0,1,8.83,0
1,0,1,4,19,6,0,0,1,8.83,0
1,0,1,39,22,4,1,0,1,8.83,0
1,0,1,232,23,5,0,0,1,8.83,0
2,0,1,112,18,1,1,0,0,8.83,0
1,0,1,5,32,6,1,1,1,8.83,0
1,0,1,23,28,7,1,0,0,8.83,0
1,0,1,42,30,6,1,0,0,8.83,0
1,0,1,68,28,7,1,0,0,8.83,0
1,0,1,102,778,3,0,0,0,8.83,1
2,0,1,39,24,6,1,1,1,8.83,0
2,0,1,23,54,6,1,1,1,8.83,0
1,0,1,22,33,2,1,0,1,8.83,0
1,1,1,27,18,1,1,1,1,8.83,0
2,0,1,206,17,2,1,0,0,8.83,0
1,1,1,11,30,7,1,0,0,8.83,0
2,0,1,258,33,7,0,0,0,8.83,0
2,0,1,131,49,2,1,0,0,8.83,0
1,0,1,33,25,3,0,0,0,8.83,0
3,1,1,83,19,2,0,0,0,8.83,0
2,1,1,87,19,7,0,1,1,8.83,0
2,0,1,47,22,2,1,1,0,8.83,0
1,0,1,36,29,1,1,0,1,8.83,0
1,0,1,48,18,1,1,1,1,7.42,0
1,0,2,19,179,6,1,1,1,7.42,0
2,0,1,17,23,6,1,1,0,7.42,0
2,0,1,67,20,3,1,1,1,7.42,0
5,0,1,69,19,5,1,1,1,7.42,0
1,0,1,33,20,3,1,1,1,7.42,1
1,0,1,10,22,4,1,0,0,7.42,0
1,0,1,36,23,3,1,1,1,8.83,0
1,0,1,11,23,1,1,0,0,8.83,0
1,0,1,131,34,4,0,0,0,8.83,0
1,0,1,79,18,3,1,1,0,8.83,0
1,1,1,59,34,7,1,1,1,8.83,0
1,0,1,8,26,2,1,1,1,8.83,0
2,0,1,152,21,3,1,0,0,8.83,0
1,0,1,35,20,5,1,1,1,8.83,0
1,1,1,144,18,3,0,1,0,8.83,0
1,0,1,4,27,7,1,0,0,8.83,0
3,0,1,227,18,7,1,0,1,8.83,0
1,0,1,24,30,4,1,1,1,8.83,0
2,0,1,70,87,2,0,0,1,8.83,0
1,0,1,109,45,7,0,0,0,8.83,0
1,0,1,61,22,3,0,0,1,8.83,0
3,0,1,99,18,7,1,0,0,8.83,0
1,0,1,54,29,3,0,0,0,8.83,0
1,0,1,7,29,7,1,1,0,8.83,0
1,0,1,133,31,1,0,0,0,8.83,0
1,0,1,11,17,3,0,0,0,8.83,0
1,0,1,19,29,3,0,0,0,8.83,0
2,0,1,57,31,7,0,0,1,8.83,0
1,1,1,60,20,7,1,0,1,8.83,0
1,0,1,5,59,1,1,0,0,8.83,0
2,0,1,42,20,1,1,0,0,8.83,0
1,0,1,54,29,3,0,0,0,8.83,0
4,0,1,301,17,6,1,1,1,8.83,0
1,0,1,34,18,7,1,0,0,6.42,0
2,0,1,41,19,5,1,0,1,6.42,0
1,0,1,37,19,3,1,0,1,6.42,1
1,0,1,53,17,2,0,0,0,6.42,0
1,0,1,41,30,1,1,0,1,6.42,0
2,0,1,181,17,1,1,1,0,6.42,0
1,0,1,113,30,7,0,0,0,6.42,0
1,0,1,54,23,2,1,0,0,6.42,0
1,0,1,80,30,1,1,0,1,6.42,1
1,0,1,31,25,4,0,0,0,6.42,0
1,0,1,3,58,4,1,0,0,6.42,0
2,0,1,135,30,6,0,0,0,6.42,0
1,1,1,22,18,5,0,0,0,6.42,0
2,0,1,65,17,6,0,0,0,6.42,0
1,0,1,77,27,7,0,0,0,6.42,0
1,0,1,102,58,6,0,0,0,6.42,1
2,0,1,66,23,5,0,0,1,6.42,0
2,0,1,81,52,2,1,0,0,6.42,0
1,0,1,18,24,5,0,0,0,6.42,0
2,0,1,8,27,4,1,1,1,6.42,0
2,0,1,29,19,4,1,0,1,6.42,0
1,0,1,79,40,1,1,0,0,6.42,0
1,0,1,5,41,3,1,0,0,6.42,0
2,0,1,28,29,1,0,0,0,6.42,0
1,1,1,16,1,4,1,1,1,6.42,0
1,0,1,6,18,2,0,0,1,6.42,0
1,0,1,116,17,2,1,1,0,6.42,0
1,1,1,68,72,7,1,0,1,6.42,0
